text,label,token_ids
think may reason would want fly back uae oblivious conflict plague conflict feel helpless resolving,0,"[27963, 1253, 2944, 1053, 1390, 11722, 1203, 577, 6043, 94370, 12324, 55537, 12324, 2733, 63628, 53583]"
saw video cena kissing maria surprisingly didnt feel like hated,0,"[82, 675, 2835, 79006, 52146, 3678, 689, 29392, 48707, 2733, 1093, 38674]"
feel like rather unkind,3,"[57676, 1093, 4856, 653, 15674]"
feeling submissive,0,"[1897, 20659, 97340]"
feel bit obnoxious definately weather,3,"[57676, 2766, 1536, 95832, 36222, 2718, 9282]"
say pressing torso siwons bringing face close enough feel siwons agitated breath,3,"[37890, 26422, 64300, 4502, 86, 2439, 12967, 3663, 3345, 3403, 2733, 4502, 86, 2439, 945, 33337, 11745]"
indifferent tell feeling word treasured ever since feeling start bloom one moment want keep,2,"[485, 18780, 3371, 8430, 3492, 4353, 40412, 3596, 2533, 8430, 1212, 52554, 832, 4545, 1390, 2567]"
feel casual entire future,1,"[57676, 16736, 4553, 3938]"
still feeling strong missed couple lift,1,"[44466, 8430, 3831, 13942, 5743, 12157]"
sat couch several hour feeling pretty low,0,"[37568, 27240, 3892, 6596, 8430, 5128, 3428]"
checked long time ago say happy way back feeling contented everyone everything around,1,"[7702, 1317, 892, 4227, 2019, 6380, 1648, 1203, 8430, 2262, 291, 5127, 4395, 2212]"
write something big happened like fun trip milestone time write tell im feeling sweet baby snuggle growing personality,1,"[5040, 2555, 2466, 7077, 1093, 2523, 8577, 43291, 892, 3350, 3371, 737, 8430, 10437, 8945, 4224, 50428, 7982, 17743]"
hate expectation must need man life feel worthwhile valued,1,"[71, 349, 31293, 2011, 1205, 893, 2324, 2733, 48776, 33647]"
feel loving kindness allow u think feel conscious interact various thing body mind,2,"[57676, 21955, 45972, 2187, 577, 1781, 2733, 17371, 16681, 5370, 3245, 2547, 4059]"
feel completely blessed part group,2,"[57676, 6724, 33944, 961, 1912]"
im type doesnt use moisturizer skin oily product designed contain ton moisturizing ingredient make skin feel lovely without oil,2,"[318, 955, 44204, 1005, 54902, 3213, 6930, 78571, 2027, 6319, 6782, 8941, 54902, 4954, 25795, 1304, 6930, 2733, 17104, 2085, 5707]"
im afraid im environment make feel relaxed cause,1,"[318, 16984, 737, 4676, 1304, 2733, 31467, 5353]"
feeling overwhelmed want physically shake everything way would spider shirt,5,"[1897, 20659, 43206, 1390, 22655, 27116, 4395, 1648, 1053, 35454, 15845]"
say little piece feel agitated watch discussion race style color font family georgia serif font size px line height,4,"[37890, 2697, 6710, 2733, 945, 33337, 3821, 10430, 7102, 1742, 1933, 3381, 3070, 3980, 48049, 90848, 3381, 1404, 17585, 1584, 2673]"
feel cant touch said love bit much wont deny broke heart cant find crush dont come back home,0,"[57676, 16869, 5916, 1071, 3021, 2766, 1790, 40464, 23973, 14760, 4851, 16869, 1505, 5138, 15890, 2586, 1203, 2162]"
feel little frustrated ache longing settled heart weariness life slipped around shoulder like unwelcome friend,3,"[57676, 2697, 33630, 78831, 79422, 23183, 4851, 10051, 1918, 2324, 43578, 2212, 17308, 1093, 15375, 5836, 4333]"
even remember trying last year feeling crappy nowhere near closing,0,"[17206, 6227, 4560, 1566, 1060, 8430, 83997, 28211, 3221, 15676]"
broke uncle radio player accidentally feared going cut going house well playing,4,"[65, 7593, 38594, 9063, 2851, 33484, 38569, 2133, 4018, 2133, 3838, 1664, 5737]"
feeling conflicted whether follower christ celebrate ever popular pagan originated modern day holiday,1,"[1897, 20659, 9338, 6702, 3508, 49307, 26853, 18890, 3596, 5526, 84902, 44853, 6617, 1938, 13560]"
feeling impatient took pill,3,"[1897, 20659, 74797, 3952, 15530]"
feel carefree weightless yet worried grounded time,1,"[57676, 2512, 10816, 4785, 1752, 3686, 18290, 45445, 892]"
feel sincere repentant past opposition civil right,1,"[57676, 49424, 63278, 519, 3347, 14076, 8431, 1314]"
one point put son daycare mom constantly made feel like terrible parent,0,"[606, 1486, 2231, 4538, 100254, 3450, 15320, 1903, 2733, 1093, 17936, 2748]"
thing list feel super guilty relax,1,"[1626, 1160, 2733, 2307, 16390, 12234]"
feel uncertain motif feel inbalance committment process counselling reconciliation,4,"[57676, 36218, 60612, 2733, 304, 22298, 1081, 1468, 479, 1920, 83781, 58755]"
feel like really valuable,1,"[57676, 1093, 2216, 15525]"
feel like go emotion angry,3,"[57676, 1093, 733, 20356, 19021]"
ive much training grammar language reading something written like kind feel like im assaulted,0,"[535, 1790, 4967, 32528, 4221, 5403, 2555, 5439, 1093, 3169, 2733, 1093, 737, 46671]"
feeling insulted everyone comparing sneha,3,"[1897, 20659, 27224, 291, 5127, 27393, 21423, 4317]"
still wake every morning feeling blessed unable believe im lucky enough able call amazing family mine life,1,"[44466, 15508, 1475, 6693, 8430, 33944, 12153, 4510, 737, 18069, 3403, 3025, 1650, 8056, 3070, 10705, 2324]"
feel leader country depict people country love god hope one thought way supportive like george w,2,"[57676, 7808, 3224, 43504, 1274, 3224, 3021, 10087, 3987, 832, 3463, 1648, 33445, 1093, 3980, 6809, 289]"
feeling really horny afternoon one fulfill sexual desire bed creative thought help forgetting hand aahhh work like magic,2,"[1897, 20659, 2216, 38307, 13658, 832, 21054, 7392, 12876, 4950, 11782, 3463, 1520, 66127, 1450, 264, 1494, 20990, 990, 1093, 11204]"
know scone must food determined live frugal lifestyle without feeling deprived,0,"[33134, 274, 59182, 2011, 3691, 11075, 3974, 1448, 45284, 19433, 2085, 8430, 62683]"
giggle nervously feel threatened,4,"[70, 343, 3491, 20233, 7162, 2733, 21699]"
feel horrible helplessness make thing better feel like kill inside,0,"[57676, 28201, 1520, 33028, 1304, 3245, 2731, 2733, 1093, 5622, 4871]"
taking picture house feel far messy post photo online ill clean bit post,0,"[89894, 6945, 3838, 2733, 3117, 46946, 1772, 6685, 2930, 5986, 4335, 2766, 1772]"
feel hated loathed,0,"[57676, 38674, 781, 70737]"
picked feeling little apprehensive,4,"[94599, 8430, 2697, 47291, 4114]"
ive feeling numb,0,"[535, 8430, 57371]"
im feeling every bit spiteful vindictive bitch time,3,"[318, 8430, 1475, 2766, 34781, 1285, 38905, 858, 535, 40530, 892]"
got feeling look eye sincere,1,"[23196, 8430, 1427, 8071, 49424]"
feel assured mind one,1,"[57676, 28478, 4059, 832]"
feel unfortunate dont soundtrack,0,"[57676, 34707, 15890, 45999]"
believe feel nervous father reassures nothing nervous make nervous,4,"[9978, 19704, 2733, 23418, 7126, 32834, 1439, 4400, 23418, 1304, 23418]"
feel uptight day complete around feel right little nervs dream date thing pursue wedding always dream mine day min,4,"[57676, 35435, 492, 1938, 4686, 2212, 2733, 1314, 2697, 20233, 82, 8063, 2457, 3245, 23564, 13306, 2744, 8063, 10705, 1938, 1332]"
think would come fast would come suppose feel cranky today,3,"[27963, 1053, 2586, 5043, 1053, 2586, 23289, 2733, 51358, 88, 3432]"
feeling im going stubborn,3,"[1897, 20659, 737, 2133, 52496]"
feel lonely lost,0,"[57676, 40666, 5675]"
would feel empty,0,"[41450, 2733, 4384]"
start feel agitated lacking patience right cranky,3,"[2527, 2733, 945, 33337, 32161, 30401, 1314, 51358, 88]"
know easy twist thing create explanation im still sure one help feel little le mad,3,"[33134, 4228, 27744, 3245, 1893, 16540, 737, 2103, 2771, 832, 1520, 2733, 2697, 514, 13088]"
feeling rich yup know blessed,1,"[1897, 20659, 9257, 76546, 1440, 33944]"
didnt tell didnt want feel afraid,4,"[23770, 406, 3371, 48707, 1390, 2733, 16984]"
love medium coverage sometime feel put ugly picture,0,"[31153, 11298, 10401, 36113, 2733, 2231, 28360, 6945]"
feel though little neglectful fellow blogger,0,"[57676, 3582, 2697, 39332, 1285, 12637, 40281]"
sort hate glass make eye look small since huge eye going quite upset im hoping bigger frame make feel le paranoid,4,"[7003, 12491, 9168, 1304, 8071, 1427, 2678, 2533, 6908, 8071, 2133, 5115, 23268, 737, 16026, 11493, 4124, 1304, 2733, 514, 69763]"
cant believe moment feel useful im washing dish,1,"[66363, 4510, 4545, 2733, 5505, 737, 28786, 12269]"
feel distressed music mind rewrite fma op,4,"[57676, 71490, 4731, 4059, 18622, 282, 1764, 1200]"
im feeling quite lonely monday half term,0,"[318, 8430, 5115, 40666, 94299, 4376, 4751]"
feel really socially awkward dont like get meet new people thing group adventurous,0,"[57676, 2216, 40418, 29859, 15890, 1093, 636, 3449, 502, 1274, 3245, 1912, 68188]"
admire athleticism feel like would entertained got watch severely shape people participate olympic event,1,"[48029, 556, 93174, 2733, 1093, 1053, 65550, 2751, 3821, 35906, 6211, 1274, 16136, 297, 14163, 292, 1567]"
feel horrible feel horrible made worse fact havent gotten workout,0,"[57676, 28201, 2733, 28201, 1903, 11201, 2144, 31081, 306, 17454, 26308]"
would hate bit imagine secretary feeling irritable day eh,3,"[41450, 12491, 2766, 13085, 19607, 8430, 6348, 23349, 1938, 36346]"
feel im unhappy,0,"[57676, 737, 43251]"
feel like take time care flower wonderfully loyal hive,2,"[57676, 1093, 1935, 892, 2512, 23153, 61085, 29947, 66607]"
remember feeling amazed,5,"[30380, 8430, 46304]"
know never see place would break heart thick layer moss encased thick shell muffling sharper feeling pleasant painful,1,"[33134, 2646, 1518, 2035, 1053, 1464, 4851, 12314, 6324, 78343, 3289, 1503, 12314, 12811, 55404, 2785, 96569, 8430, 24729, 26175]"
nameless mid bottom law school graduate find marginally attached awash sea overeducated underpaid indentured peer feel duped promise better life debt modern chemistry,1,"[609, 1752, 5209, 5740, 2383, 2978, 19560, 1505, 4850, 750, 12673, 1384, 1003, 9581, 927, 66449, 1234, 35778, 17962, 3149, 14734, 2733, 23572, 291, 11471, 2731, 2324, 11897, 6617, 30903]"
truly feel contribute blog world especially regard educating writer valuable,1,"[376, 3988, 2733, 17210, 5117, 1917, 5423, 5363, 67805, 7061, 15525]"
feel like would clever get ton thing time,1,"[57676, 1093, 1053, 28799, 636, 8941, 3245, 892]"
know shes right feel energetic awake patient happy im running daily still feel little bad believe breast milk much better baby formula,1,"[33134, 559, 288, 1314, 2733, 45955, 35447, 8893, 6380, 737, 4401, 7446, 2103, 2733, 2697, 3958, 4510, 17659, 14403, 1790, 2731, 8945, 15150]"
quickly trotted added feel embarrassed ask hoping would enter kind conversation,0,"[28863, 398, 57677, 6702, 3779, 2733, 49230, 2610, 16026, 1053, 3810, 3169, 10652]"
hated got drunk whole next day spent sleeping feeling groggy,0,"[71, 660, 2751, 29850, 4459, 1828, 1938, 7543, 21811, 8430, 10707, 70, 4680]"
love discussion class feel passionate feminist issue go write feel though faking,2,"[31153, 10430, 538, 2733, 25429, 38012, 4360, 733, 3350, 2733, 3582, 282, 1802]"
would want welcome home end feeling mommyhood threatened inability breastfeed baby,4,"[41450, 1390, 10788, 2162, 842, 8430, 82240, 5812, 21699, 38550, 17659, 11432, 8945]"
feel agitated result pleasant opposite calm peaceful,3,"[57676, 945, 33337, 1121, 24729, 14329, 19858, 26733]"
feel honored student come class,1,"[57676, 39377, 5575, 2586, 538]"
often tell want attention especially feel horny want good sex hour,2,"[61917, 3371, 1390, 6666, 5423, 2733, 38307, 1390, 1695, 1877, 6596]"
get anxious feeling feel xox soon itll real thing already need flawless,1,"[456, 38100, 8430, 2733, 865, 5241, 5246, 433, 657, 1972, 3245, 2736, 1205, 69616]"
feel rich blessed joyful,1,"[57676, 9257, 33944, 83212]"
horrible anxiety dream every night last week made feel really paranoid course reading conspiracy theory unsolved crime online didnt hugely help matter,4,"[20100, 12560, 18547, 8063, 1475, 3814, 1566, 2046, 1903, 2733, 2216, 69763, 3388, 5403, 26359, 10334, 7120, 8905, 9977, 2930, 48707, 49737, 1520, 5030]"
truly feel somehow enough hate get mad,3,"[376, 3988, 2733, 17354, 3403, 12491, 636, 13088]"
remember feeling uncertain young especially became teenager,4,"[30380, 8430, 36218, 3995, 5423, 6244, 32639]"
feel cant get far enough away feed melancholy long enough would wither die,0,"[57676, 16869, 636, 3117, 3403, 3201, 5510, 87163, 5849, 1317, 3403, 1053, 449, 261, 2815]"
want enter defiance coming different culture feel offended allowed,3,"[53757, 3810, 90883, 5108, 2204, 7829, 2733, 54221, 5535]"
feeling rebellious ate,3,"[1897, 20659, 42301, 1245, 30912]"
feel agitated restless edge quite often,3,"[57676, 945, 33337, 89358, 6964, 5115, 3629]"
feel uncomfortable using word awesome idea actually,4,"[57676, 29213, 1701, 3492, 12738, 4623, 3604]"
im feeling rather pleased tonight,1,"[318, 8430, 4856, 18949, 18396]"
feel like lead gentle kind,2,"[57676, 1093, 3063, 22443, 3169]"
feel like actively hated every single second rather borne,3,"[57676, 1093, 22815, 38674, 1475, 3254, 2132, 4856, 65162]"
im feeling indecisive scare,4,"[318, 8430, 5278, 79155, 535, 44030]"
feel violent tug eye socket,3,"[57676, 16806, 82715, 8071, 7728]"
feel carefree,1,"[57676, 2512, 10816]"
believe displayed deep emotional yearning semblance normality peace since appears dancing arab feel threatened fully armed soldier,4,"[9978, 19704, 12882, 5655, 14604, 1060, 1251, 80664, 685, 4725, 488, 9096, 2533, 8111, 29066, 52412, 2733, 21699, 7373, 17903, 27202]"
left feeling discouraged hopeless,0,"[2414, 8430, 64770, 75323]"
feel going get messy get fixed back road,0,"[57676, 2133, 636, 46946, 636, 8521, 1203, 5754]"
feel frustrated easier day remember blessing research learning trial error hard success patience give far better garden long run,3,"[57676, 33630, 8831, 1938, 6227, 40149, 3495, 6975, 9269, 1493, 2653, 2450, 30401, 3041, 3117, 2731, 13863, 1317, 1629]"
sick cold amp feeling well wondering would even able patience go whitleys month photo shoot,1,"[82, 875, 9439, 23598, 8430, 1664, 20910, 1053, 1524, 3025, 30401, 733, 421, 1017, 1065, 2305, 6685, 6230]"
tempted feel little bitter saw,3,"[4307, 291, 2733, 2697, 26242, 5602]"
feel kind insecure anyways back doha,4,"[57676, 3169, 62945, 63445, 1203, 656, 4317]"
grateful longer feel frantic urge fix emotional upset around,4,"[911, 21508, 5129, 2733, 89706, 33147, 5155, 14604, 23268, 2212]"
feel strange brew,5,"[57676, 15234, 17109]"
feel quite strongly student punished due well badly faired compared completely unrelated group people,0,"[57676, 5115, 16917, 5575, 41998, 4245, 1664, 25587, 2267, 2757, 7863, 6724, 46305, 1912, 1274]"
want job permanent feel like valued,1,"[53757, 2683, 15690, 2733, 1093, 33647]"
care someone emotional spiritual intellectual progress point feel like exert progress important love,1,"[10727, 4423, 14604, 18330, 20207, 5208, 1486, 2733, 1093, 43844, 5208, 3062, 3021]"
actually feel comfortable speaking others japanese feel pretty happy current progress,1,"[74128, 2733, 10882, 12365, 3885, 54048, 2733, 5128, 6380, 1510, 5208]"
learned different thing like family plan arrangement even real pain feel loved one pas,2,"[12964, 291, 2204, 3245, 1093, 3070, 3197, 27204, 1524, 1972, 6784, 2733, 10456, 832, 6502]"
feel least dating would vain,0,"[57676, 3325, 5029, 1053, 46604]"
like keeping record life written form picture feel like even important baby,1,"[4908, 10494, 3335, 2324, 5439, 1376, 6945, 2733, 1093, 1524, 3062, 8945]"
feel unhappy miserable wretched glum gloomy forelorn heartbroken,0,"[57676, 43251, 50739, 289, 62837, 2840, 372, 14015, 5650, 2291, 75, 1540, 4851, 50009]"
really feeling horribly irritable little bit depressed,3,"[54760, 8430, 77104, 6348, 23349, 2697, 2766, 42642]"
feel honoured part series join wonderful talented lady celebration womanhood,1,"[57676, 90833, 961, 4101, 5249, 11364, 23944, 17240, 25960, 5333, 5812]"
feel confident team right four hour ago,1,"[57676, 16913, 2128, 1314, 3116, 6596, 4227]"
simply said sorry got car got house feeling restless,4,"[15124, 2603, 1071, 14931, 2751, 1841, 2751, 3838, 8430, 89358]"
ive feeling bit paranoid like really noticable im everyone see,4,"[535, 8430, 2766, 69763, 1093, 2216, 539, 75438, 737, 5127, 1518]"
feel fabulous birding weekend everyone,1,"[57676, 35631, 12224, 287, 9178, 5127]"
bus stop hear squeak baachan trolley feel little paranoid,4,"[10551, 3009, 6865, 32232, 587, 13081, 613, 276, 259, 75143, 2733, 2697, 69763]"
im feeling rushed like planned certain thing summer longer,3,"[318, 8430, 33341, 1093, 13205, 3738, 3245, 7474, 5129]"
feel cold breeze,3,"[57676, 9439, 46385]"
try breathe feel frustrated breathe calm desire,3,"[1568, 37397, 2733, 33630, 37397, 19858, 12876]"
feel language warning pretty benign open suggestion improve,1,"[57676, 4221, 10163, 5128, 65309, 1825, 24710, 7417]"
knew thing headed didnt really prepare heartbreak even would feel heart broke danielle military wife go thru losing husband trying protect country,0,"[74, 943, 3245, 19946, 48707, 2216, 10772, 4851, 9137, 1524, 1053, 2733, 4851, 14760, 294, 5676, 6853, 6411, 7555, 733, 41178, 13490, 10177, 4560, 6144, 3224]"
suddenly feel lot smarter talented last night,1,"[82, 44806, 2733, 2763, 47578, 23944, 1566, 3814]"
get actually feel like everyone buy smell amazing,1,"[456, 3604, 2733, 1093, 5127, 3780, 22843, 8056]"
feel though cant bear motion quilting even though idea delighted day ago,1,"[57676, 3582, 16869, 11984, 11633, 75964, 1303, 1524, 3582, 4623, 35072, 1938, 4227]"
feel heartless feeling bored believe love anymore,3,"[57676, 4851, 1752, 8430, 34386, 4510, 3021, 14926]"
ended shoeless making feel even vulnerable slowing,4,"[2954, 30077, 1752, 3339, 2733, 1524, 20134, 48408]"
highly critical dennis covingtons book article must admit say something merit discussion noted closing chapter feeling god dangerous business,3,"[12156, 398, 9200, 294, 16550, 22590, 4910, 82, 2363, 4652, 2011, 17113, 2019, 2555, 38559, 10430, 10555, 15676, 12735, 8430, 10087, 11660, 2626]"
refers course though cant help feeling somehow ironically retrospect loudons son kate mcgarrigle rather talented rufus wainwright,1,"[1116, 388, 3388, 3582, 16869, 1520, 8430, 17354, 80865, 77653, 17813, 2439, 4538, 597, 349, 19777, 70, 1138, 343, 273, 4856, 23944, 436, 1739, 355, 289, 467, 53852]"
feel lonely day birthday,0,"[57676, 40666, 1938, 15553]"
feel like captured sweet look,1,"[57676, 1093, 17439, 10437, 1427]"
envisioned intended im feeling unsure whether got vision intention right,4,"[3239, 1854, 291, 10825, 737, 8430, 44003, 3508, 2751, 11376, 14944, 1314]"
feel like need cute picture share,1,"[57676, 1093, 1205, 19369, 6945, 4430]"
feeling low,0,"[1897, 20659, 3428]"
feel really angry sometimes love god havent enough,3,"[57676, 2216, 19021, 7170, 3021, 10087, 31081, 306, 3403]"
feel sorry rafael bosch,0,"[57676, 14931, 436, 2642, 6015, 43746, 331]"
hope certain people attend important thing life still come back blogging feel missed blogging,0,"[61893, 3738, 1274, 9604, 3062, 3245, 2324, 2103, 2586, 1203, 43092, 2733, 13942, 43092]"
feel comfortable staying house feel relentless im asked something tired almost time bored without money,1,"[57676, 10882, 19994, 3838, 2733, 60135, 737, 4691, 2555, 19781, 4661, 892, 34386, 2085, 3300]"
guess im feeling generous today decided offer fabulous deal popular print moment,1,"[52851, 737, 8430, 28771, 3432, 6773, 3085, 35631, 3568, 5526, 1194, 4545]"
begin feel unpleasant anime fandom general,0,"[7413, 2733, 47989, 23655, 75425, 4689]"
feel tender disoriented,2,"[57676, 28682, 834, 33536]"
feeling really carefree today really carefree,1,"[1897, 20659, 2216, 2512, 10816, 3432, 2216, 2512, 10816]"
feeling miserable sick hoping amount sleep getting havent much choice zero energy cold med vitamin lot fluid high hope feel better tomorrow,0,"[1897, 20659, 50739, 14363, 16026, 3392, 6212, 3794, 31081, 306, 1790, 5873, 7315, 4907, 9439, 1812, 28170, 2763, 15962, 1579, 3987, 2733, 2731, 16986]"
im feeling cranky horrible,3,"[318, 8430, 51358, 88, 28201]"
im comfortable relationship wont feel slutty one person amount would single,2,"[318, 10882, 5133, 40464, 2733, 39497, 1919, 832, 1732, 3392, 1053, 3254]"
feel troubled ongoing relocation front door,0,"[57676, 42132, 14529, 60995, 4156, 6134]"
asked making feel fabulous said healthy family healthy live free country,1,"[1091, 291, 3339, 2733, 35631, 1071, 9498, 3070, 9498, 3974, 1949, 3224]"
woke feeling incredibly content amp optimistic today however woke terrible cold complete lack energy,1,"[96428, 8430, 17235, 2262, 23598, 37036, 3432, 4869, 39826, 17936, 9439, 4686, 6996, 4907]"
im feeling combination terrified relieved,4,"[318, 8430, 10824, 53731, 51512]"
really feel wronged patient,3,"[54760, 2733, 5076, 291, 8893]"
feel gulam ali even talented many classical singer,1,"[57676, 91370, 309, 19528, 1524, 23944, 1690, 29924, 23597]"
go guy someone want genuine guy would treat right spend quality time make feel special,1,"[3427, 7564, 4423, 1390, 22785, 7564, 1053, 4322, 1314, 8493, 4367, 892, 1304, 2733, 3361]"
think feel passionate favorite workout gear love seeing people love need live without hoping share favorite comment,2,"[27963, 2733, 25429, 7075, 26308, 14787, 3021, 9298, 1274, 3021, 1205, 3974, 2085, 16026, 4430, 7075, 4068]"
feel strange started sale,5,"[57676, 15234, 3940, 6412]"
always notice even though fabulous hiding according rest world feel keenly greatly distressed,4,"[33222, 5406, 1524, 3582, 35631, 26092, 4184, 2800, 1917, 2733, 27989, 398, 19407, 71490]"
feel shaken guilty better mother shielding offspring health problem,4,"[57676, 66900, 16390, 2731, 6691, 97776, 46471, 2890, 3575]"
feel like greedy little traitor looking looking among cover hey little snotface take,3,"[57676, 1093, 57080, 2697, 18027, 269, 3411, 3411, 4315, 3504, 35309, 2697, 274, 1962, 1594, 1935]"
feel like rude hole hookah,3,"[57676, 1093, 47101, 14512, 9903, 1494]"
feel beloved reciprocated,2,"[57676, 28530, 25455, 28787, 660]"
feel heartbroken bryan,0,"[57676, 4851, 50009, 293, 57858]"
feel like fake everything,0,"[57676, 1093, 12700, 4395]"
would feel differently believed leader perfectly truthful,1,"[41450, 2733, 22009, 11846, 7808, 14268, 90967]"
cant help feel longing outside feel rain skin sticky tree droppings foot,2,"[66363, 1520, 2733, 79422, 4994, 2733, 11422, 6930, 28502, 5021, 7118, 604, 826, 4579]"
made feel like fault control husband violent behavior even believed existed,3,"[28010, 2733, 1093, 14867, 2585, 10177, 16806, 7865, 1524, 11846, 25281]"
feel like important reveal lesson youve learned tough time along one youve learned awesome time endeavoring build audience honesty authenticity,1,"[57676, 1093, 3062, 16805, 18228, 499, 588, 9687, 11292, 892, 3235, 832, 499, 588, 9687, 12738, 892, 54914, 287, 1977, 10877, 48948, 54348]"
feel disgusted need act cute like action gwiyomi,3,"[57676, 91174, 1205, 1180, 19369, 1093, 1957, 57672, 16618, 22157]"
said feel incredibly thankful whole,1,"[84359, 2733, 17235, 43788, 4459]"
feel inspired eager press sun shine,1,"[57676, 14948, 24450, 3577, 7160, 33505]"
im hoping walk thigh feeling friendly today,1,"[318, 16026, 4321, 39771, 8430, 11919, 3432]"
feeling nervous sure like anyone else would position,4,"[1897, 20659, 23418, 2771, 1093, 5606, 775, 1053, 2361]"
older might feel frightened spending time left alone,4,"[2061, 2643, 2733, 60178, 10374, 892, 2163, 7636]"
must say feel accepted something poisoned chalice,2,"[25849, 2019, 2733, 11928, 2555, 71598, 523, 64295]"
im introvert mean get energized alone preferably quiet place time crew galley lot people relatively small place talking leave feeling drained need dark room nothing whale noise,0,"[318, 20285, 1653, 3152, 636, 4602, 1534, 7636, 52754, 11594, 2035, 892, 13941, 15730, 3258, 2763, 1274, 12309, 2678, 2035, 7556, 5387, 8430, 61508, 1205, 6453, 3130, 4400, 51119, 12248]"
im feeling generous ill give story well,2,"[318, 8430, 28771, 5986, 3041, 3446, 1664]"
find scent pretty generic actually feel like bath amp bodywork didnt invest much time collection like created sweet paris decided throw together two predictable scent,1,"[3990, 41466, 5128, 14281, 3604, 2733, 1093, 9061, 23598, 2547, 1816, 48707, 2793, 1790, 892, 4526, 1093, 3549, 10437, 41958, 6773, 2571, 3871, 1403, 45207, 41466]"
like person become feel much carefree liberated time dont recognize,1,"[4908, 1732, 3719, 2733, 1790, 2512, 10816, 85855, 892, 15890, 15641]"
feel numb right thought feeling angry dont know dont feel anything sad happy angry dont know feel anymore,0,"[57676, 57371, 1314, 3463, 8430, 19021, 15890, 1440, 15890, 2733, 4205, 12703, 6380, 19021, 15890, 1440, 2733, 14926]"
feel discontent life day,0,"[57676, 91222, 2324, 1938]"
im starting buy whole everything happens reason bit god plan b c feel god love way would torture woman like weve tortured dealing w fertility issue,3,"[318, 6041, 3780, 4459, 4395, 8741, 2944, 2766, 10087, 3197, 293, 272, 2733, 10087, 3021, 1648, 1053, 30667, 5333, 1093, 584, 588, 57034, 14892, 289, 48111, 4360]"
feel truly impatient taking long,3,"[57676, 9615, 74797, 4737, 1317]"
want say want feel come bitter angry,3,"[53757, 2019, 1390, 2733, 2586, 26242, 19021]"
know feel like face irate customer,3,"[33134, 2733, 1093, 3663, 6348, 349, 6130]"
always people life gone way put trip make feel completely moronic worthy enough,0,"[33222, 1274, 2324, 8208, 1648, 2231, 8577, 1304, 2733, 6724, 4411, 14338, 28390, 3403]"
im feeling fine,1,"[318, 8430, 7060]"
prep another sleepless night help feel ashamed feeling way,0,"[72874, 2500, 6212, 1752, 3814, 1520, 2733, 51975, 8430, 1648]"
im feeling quite pleased week,1,"[318, 8430, 5115, 18949, 2046]"
still feel shaky worst hit area damage destruction complete,4,"[44466, 2733, 84513, 12047, 4295, 3158, 5674, 19814, 4686]"
throw ocean feel would missed something career win oscar,0,"[7265, 18435, 2733, 1053, 13942, 2555, 7076, 3243, 297, 25529]"
feel privileged narrated erik prince autobiography civilian warrior inside story blackwater unsung hero war terror released monday nov th,1,"[57676, 47361, 13713, 660, 2781, 1609, 42826, 91537, 30028, 38490, 4871, 3446, 3776, 13284, 7120, 2234, 12084, 4208, 8818, 6004, 94299, 6747, 270]"
im used feeling dependency neediness needy least wasnt prior recently,0,"[318, 1511, 8430, 24999, 1205, 1918, 83563, 3325, 574, 406, 4972, 6051]"
feeling hopeful looking forward,1,"[1897, 20659, 38650, 3411, 4741]"
feel mccarthy place yet career really consistently humanize character balancing fact supposed funny,5,"[57676, 74947, 277, 27520, 2035, 3686, 7076, 2216, 21356, 3823, 553, 3752, 44463, 2144, 10171, 15526]"
feel uncertain uneasy,4,"[57676, 36218, 83372]"
feel comfortable around,1,"[57676, 10882, 2212]"
feel privileged opportunity part,1,"[57676, 47361, 6776, 961]"
feel nervous going back america knowing expect transition like,4,"[57676, 23418, 2133, 1203, 64766, 14392, 1755, 9320, 1093]"
started feel kind skeptical,4,"[47823, 2733, 3169, 44929]"
love little boy sometimes feel inadequate parent,0,"[31153, 2697, 8334, 7170, 2733, 46579, 2748]"
keep thing predominantly fix function arranged right create style applying twelve month previous ingredient feeling much perverse usual,0,"[13397, 3245, 47904, 5155, 734, 28902, 1314, 1893, 1742, 19486, 30335, 2305, 3766, 25795, 8430, 1790, 95904, 13783]"
havent worked today feel like im going feel ive stressed work life week bad,3,"[71, 402, 306, 6575, 3432, 2733, 1093, 737, 2133, 2733, 99677, 32647, 990, 2324, 2046, 3958]"
feel sad discouraged,0,"[57676, 12703, 64770]"
thought well respected recognized mother autistic boy would perfect guest blogger message feel passionate,2,"[61665, 1664, 31387, 15324, 6691, 81391, 8334, 1053, 4832, 8810, 40281, 1984, 2733, 25429]"
ive coursing cycle happiness feeling mellow feeling really depressed mellow back beginning,1,"[535, 45369, 287, 11008, 23871, 8430, 296, 5412, 8430, 2216, 42642, 296, 5412, 1203, 7314]"
im feeling amazed california ness moment currently sitting pool drinking wine spritzer nagalene connecting via google wifi using stellarium figure star,5,"[318, 8430, 46304, 79957, 86496, 4545, 5131, 11961, 7463, 16558, 13378, 8314, 21114, 37628, 278, 1994, 21583, 4669, 11819, 34517, 1701, 48317, 2411, 7216, 6917]"
probably go back washington permanently baby least although torn whether want yes bleu know feel still completely convinced,1,"[55540, 733, 1203, 94771, 31859, 8945, 3325, 8051, 21830, 3508, 1390, 10035, 12704, 84, 1440, 2733, 2103, 6724, 22954]"
